site	rate	t	lnL
1	1.9459078043	1.8724444741	-598578.7450292544
100001	1.0411443258	1.8724444741	-587400.4835716252
200001	2.2262945689	1.8724444741	-598937.4563046094
300001	1.4360197463	1.8724444741	-595880.0501053015
400001	0.1774830503	1.8724444741	-436850.9435861214
500001	1.8595749017	1.8724444741	-598377.7906175229
600001	0.5074220640	1.8724444741	-539070.5765049348
700001	1.5397814307	1.8724444741	-596839.4166378985
800001	1.8836970544	1.8724444741	-598440.0230422899
900001	1.4557362770	1.8724444741	-596087.8068945594
