site	rate	t	lnL
1	1.9628586615	1.8733693086	-598613.5153603420
100001	1.0442742806	1.8733693086	-587534.8108879782
200001	2.2233836341	1.8733693086	-598936.0875752270
300001	1.4291452274	1.8733693086	-595812.3143879966
400001	0.1774972809	1.8733693086	-436902.2389142873
500001	1.8922194038	1.8733693086	-598463.0566257618
600001	0.5067794169	1.8733693086	-539000.0694131514
700001	1.5081034072	1.8733693086	-596586.1902011005
800001	1.8902763034	1.8733693086	-598458.3831288320
900001	1.4684843307	1.8733693086	-596222.4035771001
