site	time	r_tilde	mu_nuc	mu_rate
2	0.000002	-0.0027583807	G	5
2	0.020002	1.5158580003	G	5
2	0.040002	1.5059754813	G	5
2	0.060002	1.5163431816	G	5
2	0.080002	1.5290242279	G	5
2	0.100002	1.5416277321	G	5
2	0.120002	1.5539139035	G	5
2	0.140002	1.5660558149	G	5
2	0.160002	1.5782730890	G	5
2	0.180002	1.5907472091	G	5
2	0.200002	1.6036083650	G	5
2	0.220002	1.6169406791	G	5
2	0.240002	1.6307907740	G	5
2	0.260002	1.6451755557	G	5
2	0.280002	1.6600884054	G	5
2	0.300002	1.6755039363	G	5
2	0.320002	1.6913816697	G	5
2	0.340002	1.7076689612	G	5
2	0.360002	1.7243034220	G	5
2	0.380002	1.7412150061	G	5
2	0.400002	1.7583278732	G	5
2	0.420002	1.7755620948	G	5
2	0.440002	1.7928352440	G	5
2	0.460002	1.8100638912	G	5
2	0.480002	1.8271650155	G	5
2	0.500002	1.8440573332	G	5
2	0.520002	1.8606625409	G	5
2	0.540002	1.8769064630	G	5
2	0.560002	1.8927200926	G	5
2	0.580002	1.9080405088	G	5
2	0.600002	1.9228116560	G	5
2	0.620002	1.9369849674	G	5
2	0.640002	1.9505198182	G	5
2	0.660002	1.9633837984	G	5
2	0.680002	1.9755528000	G	5
2	0.700002	1.9870109189	G	5
2	0.720002	1.9977501820	G	5
2	0.740002	2.0077701135	G	5
2	0.760002	2.0170771637	G	5
2	0.780002	2.0256840266	G	5
2	0.800002	2.0336088780	G	5
2	0.820002	2.0408745637	G	5
2	0.840002	2.0475077697	G	5
2	0.860002	2.0535382016	G	5
2	0.880002	2.0589977986	G	5
2	0.900002	2.0639199997	G	5
2	0.920002	2.0683390792	G	5
2	0.940002	2.0722895580	G	5
2	0.960002	2.0758056978	G	5
2	0.980002	2.0789210778	G	5
2	1.000002	2.0816682516	G	5
2	1.020002	2.0840784795	G	5
2	1.040002	2.0861815293	G	5
2	1.060002	2.0880055378	G	5
2	1.080002	2.0895769252	G	5
2	1.100002	2.0909203542	G	5
2	1.120002	2.0920587249	G	5
2	1.140002	2.0930132004	G	5
2	1.160002	2.0938032546	G	5
2	1.180002	2.0944467374	G	5
2	1.200002	2.0949599525	G	5
2	1.220002	2.0953577431	G	5
2	1.240002	2.0956535832	G	5
2	1.260002	2.0958596700	G	5
2	1.280002	2.0959870174	G	5
2	1.300002	2.0960455468	G	5
2	1.320002	2.0960441758	G	5
2	1.340002	2.0959909023	G	5
2	1.360002	2.0958928851	G	5
2	1.380002	2.0957565192	G	5
2	1.400002	2.0955875056	G	5
2	1.420002	2.0953909174	G	5
2	1.440002	2.0951712597	G	5
2	1.460002	2.0949325252	G	5
2	1.480002	2.0946782455	G	5
2	1.500002	2.0944115372	G	5
2	1.520002	2.0941351445	G	5
2	1.540002	2.0938514778	G	5
2	1.560002	2.0935626489	G	5
2	1.580002	2.0932705021	G	5
2	1.600002	2.0929766432	G	5
2	1.620002	2.0926824655	G	5
2	1.640002	2.0923891724	G	5
2	1.660002	2.0920977990	G	5
2	1.680002	2.0918092307	G	5
2	1.700002	2.0915242198	G	5
2	1.720002	2.0912434010	G	5
2	1.740002	2.0909673048	G	5
2	1.760002	2.0906963699	G	5
2	1.780002	2.0904309535	G	5
2	1.800002	2.0901713416	G	5
2	1.820002	2.0899177576	G	5
2	1.840002	2.0896703696	G	5
2	1.860002	2.0894292977	G	5
2	1.880002	2.0891946201	G	5
2	1.900002	2.0889663785	G	5
2	1.920002	2.0887445830	G	5
2	1.940002	2.0885292165	G	5
2	1.960002	2.0883202382	G	5
2	1.980002	2.0881175876	G	5
3	0.000002	-0.0014751140	G	5
3	0.020002	0.7465157148	G	5
3	0.040002	0.6959150135	G	5
3	0.060002	0.6672043128	G	5
3	0.080002	0.6477539966	G	5
3	0.100002	0.6340111277	G	5
3	0.120002	0.6242084002	G	5
3	0.140002	0.6172708761	G	5
3	0.160002	0.6124865741	G	5
3	0.180002	0.6093624975	G	5
3	0.200002	0.6075473319	G	5
3	0.220002	0.6067849911	G	5
3	0.240002	0.6068848816	G	5
3	0.260002	0.6077021474	G	5
3	0.280002	0.6091242440	G	5
3	0.300002	0.6110616847	G	5
3	0.320002	0.6134416078	G	5
3	0.340002	0.6162032847	G	5
3	0.360002	0.6192949791	G	5
3	0.380002	0.6226717511	G	5
3	0.400002	0.6262939250	G	5
3	0.420002	0.6301260219	G	5
3	0.440002	0.6341360154	G	5
3	0.460002	0.6382948108	G	5
3	0.480002	0.6425758769	G	5
3	0.500002	0.6469549788	G	5
3	0.520002	0.6514099790	G	5
3	0.540002	0.6559206812	G	5
3	0.560002	0.6604687001	G	5
3	0.580002	0.6650373494	G	5
3	0.600002	0.6696115376	G	5
