site	time	r_tilde	mu_nuc	mu_rate
2	0.000002	-0.0025780194	T	5
2	0.020002	1.3913977536	T	5
2	0.040002	1.3790349838	T	5
2	0.060002	1.3877215029	T	5
2	0.080002	1.4002884790	T	5
2	0.100002	1.4139669425	T	5
2	0.120002	1.4281216622	T	5
2	0.140002	1.4426190275	T	5
2	0.160002	1.4574580493	T	5
2	0.180002	1.4726676881	T	5
2	0.200002	1.4882764010	T	5
2	0.220002	1.5043035339	T	5
2	0.240002	1.5207574565	T	5
2	0.260002	1.5376356653	T	5
2	0.280002	1.5549253833	T	5
2	0.300002	1.5726042583	T	5
2	0.320002	1.5906410925	T	5
2	0.340002	1.6089966169	T	5
2	0.360002	1.6276243256	T	5
2	0.380002	1.6464713775	T	5
2	0.400002	1.6654795551	T	5
2	0.420002	1.6845862690	T	5
2	0.440002	1.7037255897	T	5
2	0.460002	1.7228292923	T	5
2	0.480002	1.7418279000	T	5
2	0.500002	1.7606517148	T	5
2	0.520002	1.7792318253	T	5
2	0.540002	1.7975010821	T	5
2	0.560002	1.8153950296	T	5
2	0.580002	1.8328527843	T	5
2	0.600002	1.8498178437	T	5
2	0.620002	1.8662388137	T	5
2	0.640002	1.8820700366	T	5
2	0.660002	1.8972721055	T	5
2	0.680002	1.9118122501	T	5
2	0.700002	1.9256645838	T	5
2	0.720002	1.9388102039	T	5
2	0.740002	1.9512371447	T	5
2	0.760002	1.9629401862	T	5
2	0.780002	1.9739205305	T	5
2	0.800002	1.9841853591	T	5
2	0.820002	1.9937472936	T	5
2	0.840002	2.0026237813	T	5
2	0.860002	2.0108364303	T	5
2	0.880002	2.0184103211	T	5
2	0.900002	2.0253733146	T	5
2	0.920002	2.0317553807	T	5
2	0.940002	2.0375879623	T	5
2	0.960002	2.0429033902	T	5
2	0.980002	2.0477343573	T	5
2	1.000002	2.0521134582	T	5
2	1.020002	2.0560727973	T	5
2	1.040002	2.0596436633	T	5
2	1.060002	2.0628562691	T	5
2	1.080002	2.0657395512	T	5
2	1.100002	2.0683210233	T	5
2	1.120002	2.0706266782	T	5
2	1.140002	2.0726809306	T	5
2	1.160002	2.0745065948	T	5
2	1.180002	2.0761248915	T	5
2	1.200002	2.0775554768	T	5
2	1.220002	2.0788164897	T	5
2	1.240002	2.0799246126	T	5
2	1.260002	2.0808951420	T	5
2	1.280002	2.0817420644	T	5
2	1.300002	2.0824781366	T	5
2	1.320002	2.0831149678	T	5
2	1.340002	2.0836631002	T	5
2	1.360002	2.0841320896	T	5
2	1.380002	2.0845305822	T	5
2	1.400002	2.0848663883	T	5
2	1.420002	2.0851465532	T	5
2	1.440002	2.0853774226	T	5
2	1.460002	2.0855647052	T	5
2	1.480002	2.0857135295	T	5
2	1.500002	2.0858284977	T	5
2	1.520002	2.0859137348	T	5
2	1.540002	2.0859729341	T	5
2	1.560002	2.0860093983	T	5
2	1.580002	2.0860260778	T	5
2	1.600002	2.0860256052	T	5
2	1.620002	2.0860103270	T	5
2	1.640002	2.0859823320	T	5
2	1.660002	2.0859434774	T	5
2	1.680002	2.0858954123	T	5
2	1.700002	2.0858395992	T	5
2	1.720002	2.0857773330	T	5
2	1.740002	2.0857097584	T	5
2	1.760002	2.0856378856	T	5
2	1.780002	2.0855626046	T	5
2	1.800002	2.0854846976	T	5
2	1.820002	2.0854048507	T	5
2	1.840002	2.0853236641	T	5
2	1.860002	2.0852416613	T	5
2	1.880002	2.0851592974	T	5
2	1.900002	2.0850769667	T	5
2	1.920002	2.0849950092	T	5
2	1.940002	2.0849137170	T	5
2	1.960002	2.0848333390	T	5
2	1.980002	2.0847540864	T	5
3	0.000002	-0.0018103395	T	5
3	0.020002	0.9275426158	T	5
3	0.040002	0.8782050679	T	5
3	0.060002	0.8491551450	T	5
3	0.080002	0.8274179873	T	5
3	0.100002	0.8101124856	T	5
3	0.120002	0.7959998541	T	5
3	0.140002	0.7843633823	T	5
3	0.160002	0.7747276182	T	5
3	0.180002	0.7667537900	T	5
3	0.200002	0.7601890253	T	5
3	0.220002	0.7548375564	T	5
3	0.240002	0.7505429666	T	5
3	0.260002	0.7471767196	T	5
3	0.280002	0.7446305315	T	5
3	0.300002	0.7428111969	T	5
3	0.320002	0.7416370316	T	5
3	0.340002	0.7410354012	T	5
3	0.360002	0.7409409920	T	5
3	0.380002	0.7412945923	T	5
3	0.400002	0.7420422261	T	5
3	0.420002	0.7431345290	T	5
3	0.440002	0.7445262896	T	5
3	0.460002	0.7461761010	T	5
3	0.480002	0.7480460851	T	5
3	0.500002	0.7501016624	T	5
3	0.520002	0.7523113515	T	5
3	0.540002	0.7546465846	T	5
3	0.560002	0.7570815333	T	5
3	0.580002	0.7595929398	T	5
3	0.600002	0.7621599524	T	5
3	0.620002	0.7647639636	T	5
3	0.640002	0.7673884514	T	5
3	0.660002	0.7700188247	T	5
3	0.680002	0.7726422730	T	5
3	0.700002	0.7752476212	T	5
3	0.720002	0.7778251908	T	5
3	0.740002	0.7803666675	T	5
3	0.760002	0.7828649760	T	5
3	0.780002	0.7853141616	T	5
3	0.800002	0.7877092802	T	5
3	0.820002	0.7900462947	T	5
3	0.840002	0.7923219800	T	5
3	0.860002	0.7945338341	T	5
3	0.880002	0.7966799971	T	5
3	0.900002	0.7987591766	T	5
3	0.920002	0.8007705793	T	5
3	0.940002	0.8027138492	T	5
3	0.960002	0.8045890106	T	5
3	0.980002	0.8063964178	T	5
3	1.000002	0.8081367080	T	5
3	1.020002	0.8098107606	T	5
3	1.040002	0.8114196594	T	5
3	1.060002	0.8129646595	T	5
3	1.080002	0.8144471571	T	5
3	1.100002	0.8158686636	T	5
3	1.120002	0.8172307814	T	5
3	1.140002	0.8185351839	T	5
3	1.160002	0.8197835964	T	5
3	1.180002	0.8209777807	T	5
3	1.200002	0.8221195208	T	5
3	1.220002	0.8232106106	T	5
3	1.240002	0.8242528437	T	5
3	1.260002	0.8252480041	T	5
3	1.280002	0.8261978583	T	5
3	1.300002	0.8271041492	T	5
3	1.320002	0.8279685901	T	5
3	1.340002	0.8287928605	T	5
3	1.360002	0.8295786020	T	5
3	1.380002	0.8303274157	T	5
3	1.400002	0.8310408592	T	5
3	1.420002	0.8317204457	T	5
3	1.440002	0.8323676416	T	5
3	1.460002	0.8329838666	T	5
3	1.480002	0.8335704925	T	5
3	1.500002	0.8341288434	T	5
3	1.520002	0.8346601956	T	5
3	1.540002	0.8351657780	T	5
3	1.560002	0.8356467726	T	5
3	1.580002	0.8361043153	T	5
3	1.600002	0.8365394965	T	5
3	1.620002	0.8369533623	T	5
3	1.640002	0.8373469157	T	5
3	1.660002	0.8377211170	T	5
3	1.680002	0.8380768859	T	5
3	1.700002	0.8384151021	T	5
3	1.720002	0.8387366068	T	5
3	1.740002	0.8390422040	T	5
3	1.760002	0.8393326616	T	5
3	1.780002	0.8396087130	T	5
3	1.800002	0.8398710579	T	5
3	1.820002	0.8401203641	T	5
3	1.840002	0.8403572684	T	5
3	1.860002	0.8405823779	T	5
3	1.880002	0.8407962715	T	5
3	1.900002	0.8409995005	T	5
3	1.920002	0.8411925901	T	5
3	1.940002	0.8413760407	T	5
3	1.960002	0.8415503286	T	5
3	1.980002	0.8417159072	T	5
4	0.000002	-0.0024696552	T	5
4	0.020002	1.3251329781	T	5
4	0.040002	1.3064580918	T	5
4	0.060002	1.3085102781	T	5
4	0.080002	1.3147594986	T	5
4	0.100002	1.3224172472	T	5
4	0.120002	1.3307374733	T	5
4	0.140002	1.3394758666	T	5
4	0.160002	1.3485422463	T	5
4	0.180002	1.3578999434	T	5
4	0.200002	1.3675316704	T	5
4	0.220002	1.3774262853	T	5
4	0.240002	1.3875729644	T	5
4	0.260002	1.3979583670	T	5
4	0.280002	1.4085652187	T	5
4	0.300002	1.4193716947	T	5
4	0.320002	1.4303513230	T	5
4	0.340002	1.4414732482	T	5
4	0.360002	1.4527027532	T	5
4	0.380002	1.4640019546	T	5
4	0.400002	1.4753306074	T	5
4	0.420002	1.4866469607	T	5
4	0.440002	1.4979086224	T	5
4	0.460002	1.5090733933	T	5
4	0.480002	1.5201000465	T	5
4	0.500002	1.5309490286	T	5
4	0.520002	1.5415830727	T	5
4	0.540002	1.5519677118	T	5
4	0.560002	1.5620716917	T	5
4	0.580002	1.5718672814	T	5
4	0.600002	1.5813304848	T	5
4	0.620002	1.5904411591	T	5
4	0.640002	1.5991830462	T	5
4	0.660002	1.6075437256	T	5
4	0.680002	1.6155144991	T	5
4	0.700002	1.6230902157	T	5
4	0.720002	1.6302690489	T	5
4	0.740002	1.6370522357	T	5
4	0.760002	1.6434437889	T	5
4	0.780002	1.6494501903	T	5
4	0.800002	1.6550800768	T	5
4	0.820002	1.6603439248	T	5
4	0.840002	1.6652537417	T	5
4	0.860002	1.6698227697	T	5
4	0.880002	1.6740652068	T	5
4	0.900002	1.6779959481	T	5
4	0.920002	1.6816303508	T	5
4	0.940002	1.6849840229	T	5
4	0.960002	1.6880726380	T	5
4	0.980002	1.6909117738	T	5
4	1.000002	1.6935167760	T	5
4	1.020002	1.6959026436	T	5
4	1.040002	1.6980839372	T	5
4	1.060002	1.7000747050	T	5
4	1.080002	1.7018884272	T	5
4	1.100002	1.7035379764	T	5
4	1.120002	1.7050355901	T	5
4	1.140002	1.7063928562	T	5
4	1.160002	1.7076207079	T	5
4	1.180002	1.7087294269	T	5
4	1.200002	1.7097286531	T	5
4	1.220002	1.7106274001	T	5
4	1.240002	1.7114340749	T	5
4	1.260002	1.7121565005	T	5
4	1.280002	1.7128019415	T	5
4	1.300002	1.7133771304	T	5
4	1.320002	1.7138882954	T	5
4	1.340002	1.7143411887	T	5
4	1.360002	1.7147411147	T	5
4	1.380002	1.7150929573	T	5
4	1.400002	1.7154012076	T	5
4	1.420002	1.7156699899	T	5
4	1.440002	1.7159030873	T	5
4	1.460002	1.7161039655	T	5
4	1.480002	1.7162757964	T	5
4	1.500002	1.7164214797	T	5
4	1.520002	1.7165436637	T	5
4	1.540002	1.7166447643	T	5
4	1.560002	1.7167269839	T	5
4	1.580002	1.7167923275	T	5
4	1.600002	1.7168426196	T	5
4	1.620002	1.7168795180	T	5
4	1.640002	1.7169045282	T	5
4	1.660002	1.7169190157	T	5
