site	time	r_tilde	mu_nuc	mu_rate
2	0.000002	-0.0018746011	A	3
2	0.020002	1.4391487426	A	3
2	0.040002	1.4033938978	A	3
2	0.060002	1.4020254532	A	3
2	0.080002	1.4083083394	A	3
2	0.100002	1.4173899339	A	3
2	0.120002	1.4278004077	A	3
2	0.140002	1.4389842685	A	3
2	0.160002	1.4507074145	A	3
2	0.180002	1.4628669911	A	3
2	0.200002	1.4754185564	A	3
2	0.220002	1.4883445124	A	3
2	0.240002	1.5016390764	A	3
2	0.260002	1.5153005739	A	3
2	0.280002	1.5293272565	A	3
2	0.300002	1.5437149554	A	3
2	0.320002	1.5584557656	A	3
2	0.340002	1.5735373541	A	3
2	0.360002	1.5889426670	A	3
2	0.380002	1.6046499039	A	3
2	0.400002	1.6206326769	A	3
2	0.420002	1.6368602949	A	3
2	0.440002	1.6532981349	A	3
2	0.460002	1.6699080696	A	3
2	0.480002	1.6866489320	A	3
2	0.500002	1.7034770014	A	3
2	0.520002	1.7203465018	A	3
2	0.540002	1.7372101070	A	3
2	0.560002	1.7540194477	A	3
2	0.580002	1.7707256205	A	3
2	0.600002	1.7872796960	A	3
2	0.620002	1.8036332248	A	3
2	0.640002	1.8197387409	A	3
2	0.660002	1.8355502564	A	3
2	0.680002	1.8510237465	A	3
2	0.700002	1.8661176154	A	3
2	0.720002	1.8807931375	A	3
2	0.740002	1.8950148649	A	3
2	0.760002	1.9087509918	A	3
2	0.780002	1.9219736659	A	3
2	0.800002	1.9346592388	A	3
2	0.820002	1.9467884471	A	3
2	0.840002	1.9583465184	A	3
2	0.860002	1.9693231995	A	3
2	0.880002	1.9797127047	A	3
2	0.900002	1.9895135886	A	3
2	0.920002	1.9987285451	A	3
2	0.940002	2.0073641449	A	3
2	0.960002	2.0154305161	A	3
2	0.980002	2.0229409836	A	3
2	1.000002	2.0299116773	A	3
2	1.020002	2.0363611212	A	3
2	1.040002	2.0423098176	A	3
2	1.060002	2.0477798355	A	3
2	1.080002	2.0527944134	A	3
2	1.100002	2.0573775855	A	3
2	1.120002	2.0615538365	A	3
2	1.140002	2.0653477903	A	3
2	1.160002	2.0687839348	A	3
2	1.180002	2.0718863841	A	3
2	1.200002	2.0746786784	A	3
2	1.220002	2.0771836198	A	3
2	1.240002	2.0794231422	A	3
2	1.260002	2.0814182121	A	3
2	1.280002	2.0831887586	A	3
2	1.300002	2.0847536270	A	3
2	1.320002	2.0861305552	A	3
2	1.340002	2.0873361676	A	3
2	1.360002	2.0883859845	A	3
2	1.380002	2.0892944443	A	3
2	1.400002	2.0900749347	A	3
2	1.420002	2.0907398324	A	3
2	1.440002	2.0913005473	A	3
2	1.460002	2.0917675717	A	3
2	1.480002	2.0921505305	A	3
2	1.500002	2.0924582341	A	3
2	1.520002	2.0926987299	A	3
2	1.540002	2.0928793546	A	3
2	1.560002	2.0930067843	A	3
2	1.580002	2.0930870838	A	3
2	1.600002	2.0931257525	A	3
2	1.620002	2.0931277702	A	3
2	1.640002	2.0930976380	A	3
2	1.660002	2.0930394189	A	3
2	1.680002	2.0929567743	A	3
2	1.700002	2.0928529990	A	3
2	1.720002	2.0927310535	A	3
2	1.740002	2.0925935935	A	3
2	1.760002	2.0924429976	A	3
2	1.780002	2.0922813929	A	3
2	1.800002	2.0921106781	A	3
2	1.820002	2.0919325453	A	3
2	1.840002	2.0917484992	A	3
2	1.860002	2.0915598754	A	3
2	1.880002	2.0913678568	A	3
2	1.900002	2.0911734883	A	3
2	1.920002	2.0909776907	A	3
2	1.940002	2.0907812729	A	3
2	1.960002	2.0905849435	A	3
2	1.980002	2.0903893206	A	3
3	0.000002	-0.0011332033	A	3
3	0.020002	0.8374225078	A	3
3	0.040002	0.7892395214	A	3
3	0.060002	0.7647435943	A	3
3	0.080002	0.7473518418	A	3
3	0.100002	0.7337297665	A	3
3	0.120002	0.7226446815	A	3
3	0.140002	0.7134734673	A	3
3	0.160002	0.7058373290	A	3
3	0.180002	0.6994787374	A	3
3	0.200002	0.6942097986	A	3
3	0.220002	0.6898866985	A	3
3	0.240002	0.6863953748	A	3
3	0.260002	0.6836427271	A	3
3	0.280002	0.6815508792	A	3
3	0.300002	0.6800532758	A	3
3	0.320002	0.6790919564	A	3
3	0.340002	0.6786156183	A	3
3	0.360002	0.6785782252	A	3
3	0.380002	0.6789380025	A	3
3	0.400002	0.6796567059	A	3
3	0.420002	0.6806990889	A	3
3	0.440002	0.6820325122	A	3
