site	rate	t	lnL
1	2.0159026069	2.0055459364	-62067.3327030817
10001	2.0783017505	2.0055459364	-61994.3755989392
20001	2.1094124627	2.0055459364	-62178.1639483887
30001	2.1093959140	2.0055459364	-62176.0401947647
40001	2.1912455575	2.0055459364	-62218.7161584554
50001	2.0573255287	2.0055459364	-62110.2670964388
60001	2.1053028749	2.0055459364	-62071.7907125654
70001	2.0815209626	2.0055459364	-62122.9131808453
80001	2.0288485586	2.0055459364	-62096.5525262742
90001	1.9824539272	2.0055459364	-62019.6362335049
100001	0.7271436659	2.0055459364	-51067.9673091121
110001	0.7480016953	2.0055459364	-51176.7367780036
120001	0.7291121869	2.0055459364	-51074.6465631685
130001	0.7537923910	2.0055459364	-51227.4158699178
140001	0.7460133356	2.0055459364	-51269.4112421851
150001	0.7458032465	2.0055459364	-51252.3660094091
160001	0.7332579988	2.0055459364	-51153.2246245615
170001	0.7315823070	2.0055459364	-51110.0611727437
180001	0.7251249737	2.0055459364	-51049.5861970422
190001	0.7484188926	2.0055459364	-51237.6735548744
200001	1.7314273268	2.0055459364	-62501.7442262342
210001	1.7265048732	2.0055459364	-62465.5288027349
220001	1.6804274680	2.0055459364	-62531.6334123996
230001	1.7537391709	2.0055459364	-62619.1877278500
240001	1.7487720207	2.0055459364	-62618.7495025767
250001	1.7207025998	2.0055459364	-62508.1783689040
260001	1.7260460190	2.0055459364	-62629.3969822869
270001	1.7081206420	2.0055459364	-62641.2049123635
280001	1.7483058337	2.0055459364	-62630.6484419646
290001	1.6759840707	2.0055459364	-62646.6256107790
300001	1.9164135263	2.0055459364	-59525.6685017729
310001	1.8628711667	2.0055459364	-59505.6254839790
320001	1.9384896624	2.0055459364	-59433.1372667732
330001	1.8381839141	2.0055459364	-59395.7354332090
340001	1.9700772644	2.0055459364	-59471.3660138977
350001	1.9036116007	2.0055459364	-59580.7099202008
360001	1.8438081320	2.0055459364	-59537.4310366257
370001	1.9459332321	2.0055459364	-59516.4881635587
380001	1.8933286515	2.0055459364	-59426.1357113529
390001	1.8939193326	2.0055459364	-59483.6154603659
400001	0.1087224321	2.0055459364	-31903.0401011842
410001	0.1102005948	2.0055459364	-31980.4193677716
420001	0.1086583554	2.0055459364	-31849.0380054810
430001	0.1092120697	2.0055459364	-31937.4757274612
440001	0.1087329641	2.0055459364	-31904.0443787320
450001	0.1091443482	2.0055459364	-31909.7376358704
460001	0.1134994978	2.0055459364	-32166.5645988449
470001	0.1120900799	2.0055459364	-32091.8167658662
480001	0.1097682118	2.0055459364	-31972.6754305234
490001	0.1082414602	2.0055459364	-31863.7471841110
500001	1.9786227976	2.0055459364	-60527.2094897426
510001	1.9276662682	2.0055459364	-60440.8815689164
520001	1.9944413201	2.0055459364	-60436.8769264253
530001	1.9929562032	2.0055459364	-60484.1399782631
540001	1.9742048119	2.0055459364	-60568.4148898746
550001	1.8695273773	2.0055459364	-60471.3305314031
560001	1.9333456993	2.0055459364	-60563.5023943042
570001	1.8755032705	2.0055459364	-60576.2718681203
580001	1.8622556756	2.0055459364	-60384.8558078979
590001	1.9624625817	2.0055459364	-60459.4969842823
600001	0.5752776518	2.0055459364	-45441.8691503510
610001	0.5890292796	2.0055459364	-45689.2211824027
620001	0.5992247131	2.0055459364	-45646.7302911822
630001	0.6019497610	2.0055459364	-45806.7692843912
640001	0.5845478672	2.0055459364	-45741.1750535082
650001	0.5803566274	2.0055459364	-45536.7569019138
660001	0.6008169530	2.0055459364	-45764.3207825283
670001	0.5995946083	2.0055459364	-45836.0036741510
680001	0.5923488345	2.0055459364	-45825.9862634441
690001	0.6055223322	2.0055459364	-45875.0232981628
700001	0.9600089495	2.0055459364	-53089.9100447909
710001	0.9842878502	2.0055459364	-53208.4355611724
720001	0.9591473324	2.0055459364	-53042.4919781577
730001	0.9746141676	2.0055459364	-53081.8045915058
740001	0.9906780096	2.0055459364	-53243.5085620248
750001	0.9776447713	2.0055459364	-53074.7537469705
760001	0.9616381568	2.0055459364	-53101.7500294667
770001	0.9681324238	2.0055459364	-53093.2522416106
780001	0.9884384228	2.0055459364	-53212.7070026687
790001	0.9301815111	2.0055459364	-53037.8062215591
800001	1.9081356490	2.0055459364	-61176.0545862526
810001	1.9603204465	2.0055459364	-61226.9031533750
820001	1.9212060255	2.0055459364	-61149.4883061990
830001	1.8267113210	2.0055459364	-61150.4669373658
840001	1.8703031670	2.0055459364	-61231.6709456377
850001	1.8291821353	2.0055459364	-61347.9620173231
860001	1.9038070677	2.0055459364	-61173.4346515700
870001	1.8346100989	2.0055459364	-61200.9258410819
880001	1.8346034617	2.0055459364	-61078.0875549973
890001	1.8639148392	2.0055459364	-61162.0782599762
900001	2.0185164832	2.0055459364	-59000.0809953856
910001	1.9991414737	2.0055459364	-58982.6519491406
920001	1.9176184877	2.0055459364	-58968.5671235917
930001	2.0330850858	2.0055459364	-59009.3063252524
940001	1.9678519516	2.0055459364	-58926.6527594467
950001	1.9495762523	2.0055459364	-58954.7917215548
960001	1.9420270394	2.0055459364	-59048.7512616129
970001	1.8114792332	2.0055459364	-58935.6663201840
980001	1.8822852836	2.0055459364	-59041.9412965098
990001	1.9368728780	2.0055459364	-58911.1877722832
