site	rate	t	lnL
1	2.8369093359	1.7463918326	-59910.1077171209
10001	2.7074283054	1.7463918326	-59907.5819587408
20001	2.7282531219	1.7463918326	-59908.0662851132
30001	2.5906650153	1.7463918326	-59904.1376874066
40001	2.6873343598	1.7463918326	-59907.0812655223
50001	2.8631405717	1.7463918326	-59910.4977760532
60001	2.6743201596	1.7463918326	-59906.7384161283
70001	3.3789453345	1.7463918326	-59913.9452815001
80001	2.7425682422	1.7463918326	-59908.3800375565
90001	2.7498638115	1.7463918326	-59908.5341653677
100001	0.7830569495	1.7463918326	-56843.2782118847
110001	0.7676494917	1.7463918326	-56706.3518776403
120001	0.7842412569	1.7463918326	-56853.5659069347
130001	0.7626043767	1.7463918326	-56660.2462509346
140001	0.7671890720	1.7463918326	-56702.1699917732
150001	0.7743684197	1.7463918326	-56766.7742268751
160001	0.7722748026	1.7463918326	-56748.0655715557
170001	0.7935638418	1.7463918326	-56933.3935287234
180001	0.7901997627	1.7463918326	-56904.8225626885
190001	0.7658097364	1.7463918326	-56689.6128822682
200001	2.0783528043	1.7463918326	-59856.3607782670
210001	2.1561147589	1.7463918326	-59869.5351660784
220001	2.2871501179	1.7463918326	-59885.4530396152
230001	2.0715760756	1.7463918326	-59855.0492773850
240001	2.2430819757	1.7463918326	-59880.8365692937
250001	2.1281759284	1.7463918326	-59865.1762339873
260001	2.1356610837	1.7463918326	-59866.3828491441
270001	2.1306602518	1.7463918326	-59865.5799174004
280001	2.1381778332	1.7463918326	-59866.7820937347
290001	2.1183456976	1.7463918326	-59863.5467601215
300001	2.1432460078	1.7463918326	-59867.5761309643
310001	2.1134926251	1.7463918326	-59862.7232049369
320001	2.0517148117	1.7463918326	-59851.0375974582
330001	2.0626637143	1.7463918326	-59853.2805602260
340001	2.1015391532	1.7463918326	-59860.6387147030
350001	2.0038829604	1.7463918326	-59840.2668745371
360001	2.1110817834	1.7463918326	-59862.3092292152
370001	2.1015385713	1.7463918326	-59860.6387147029
380001	1.9766114748	1.7463918326	-59833.3522905236
390001	2.1381782641	1.7463918326	-59866.7820937347
400001	0.1164348807	1.7463918326	-39738.3638887944
410001	0.1163610209	1.7463918326	-39733.8671198127
420001	0.1131205066	1.7463918326	-39535.3181413878
430001	0.1187293881	1.7463918326	-39877.4214037957
440001	0.1133409309	1.7463918326	-39548.8987828557
450001	0.1164349281	1.7463918326	-39738.3638887947
460001	0.1208096473	1.7463918326	-40002.4566892632
470001	0.1088038925	1.7463918326	-39266.9262776539
480001	0.1165087507	1.7463918326	-39742.8599645112
490001	0.1172479959	1.7463918326	-39787.7826606369
500001	2.2710194231	1.7463918326	-59883.8397388031
510001	2.2340643611	1.7463918326	-59879.8073787737
520001	2.3948303340	1.7463918326	-59894.2889879553
530001	2.2742103509	1.7463918326	-59884.1655633717
540001	2.2135594999	1.7463918326	-59877.3516922522
550001	2.2646925641	1.7463918326	-59883.1833581589
560001	2.1587222602	1.7463918326	-59869.9224908000
570001	2.1746291635	1.7463918326	-59872.2149016212
580001	2.1306601997	1.7463918326	-59865.5799174003
590001	2.2806429960	1.7463918326	-59884.8124702308
600001	0.6058065430	1.7463918326	-54858.3946045665
610001	0.6286537879	1.7463918326	-55171.4176241200
620001	0.5997617447	1.7463918326	-54772.2434218451
630001	0.6202236069	1.7463918326	-55058.1946769541
640001	0.6186232918	1.7463918326	-55036.4056181904
650001	0.6113894882	1.7463918326	-54936.7063408333
660001	0.6063277093	1.7463918326	-54865.7548192773
670001	0.6131455194	1.7463918326	-54961.0893784134
680001	0.6119158221	1.7463918326	-54944.0257265661
690001	0.6195119552	1.7463918326	-55048.5149312101
700001	0.9236924536	1.7463918326	-57858.3871333915
710001	0.9340705665	1.7463918326	-57918.8577827586
720001	0.9203747008	1.7463918326	-57838.6868358983
730001	0.9179738331	1.7463918326	-57824.3177156448
740001	0.9487335889	1.7463918326	-58001.3921512554
750001	0.9334548083	1.7463918326	-57915.3183768228
760001	0.9242977488	1.7463918326	-57861.9618703190
770001	0.9387096963	1.7463918326	-57945.3325025018
780001	0.9285528265	1.7463918326	-57886.9233962056
790001	0.9046534099	1.7463918326	-57742.8421027936
800001	2.2742088865	1.7463918326	-59884.1655633717
810001	2.1746293052	1.7463918326	-59872.2149016213
820001	2.3640786500	1.7463918326	-59892.0759733413
830001	2.1432456430	1.7463918326	-59867.5761309641
840001	2.1639763176	1.7463918326	-59870.6926426144
850001	2.1159146280	1.7463918326	-59863.1357158497
860001	2.1587226525	1.7463918326	-59869.9224908001
870001	2.1937626500	1.7463918326	-59874.8206361642
880001	2.3603485474	1.7463918326	-59891.7919491465
890001	2.2310896326	1.7463918326	-59879.4612074488
900001	1.9785160444	1.7463918326	-59833.8550615570
910001	2.0582588089	1.7463918326	-59852.3876403037
920001	2.0875148676	1.7463918326	-59858.0893069782
930001	1.9842706996	1.7463918326	-59835.3552162666
940001	2.0262613620	1.7463918326	-59845.5103360541
950001	2.0304257823	1.7463918326	-59846.4455945821
960001	2.0388462745	1.7463918326	-59848.2992937787
970001	2.0221268569	1.7463918326	-59844.5694892297
980001	1.9959575528	1.7463918326	-59838.3186723933
990001	1.9920354666	1.7463918326	-59837.3363280794
