site	rate	t	lnL
1	3.5401498180	1.8626608476	-59914.4690182007
10001	2.7101944782	1.8626608476	-59910.8709236693
20001	2.8169502059	1.8626608476	-59912.0930617904
30001	2.5448574973	1.8626608476	-59907.7452233014
40001	3.1093961712	1.8626608476	-59913.7759664255
50001	23.2998273523	1.8626608476	-59914.6454710792
60001	2.6760960932	1.8626608476	-59910.3696312713
70001	2.7958940131	1.8626608476	-59911.8880436972
80001	3.2109974796	1.8626608476	-59914.0481307181
90001	3.3654420194	1.8626608476	-59914.3082271601
100001	0.8424537270	1.8626608476	-57704.4453923014
110001	0.8370523587	1.8626608476	-57667.6571120007
120001	0.8322378159	1.8626608476	-57634.3651284908
130001	0.8550867087	1.8626608476	-57788.2421004303
140001	0.8708778052	1.8626608476	-57888.7022284132
150001	0.8402867856	1.8626608476	-57689.7557672203
160001	0.8232588562	1.8626608476	-57571.0114530694
170001	0.8373213953	1.8626608476	-57669.5016049072
180001	0.8383975342	1.8626608476	-57676.8742374995
190001	0.8256212543	1.8626608476	-57587.8409826982
200001	2.1233283106	1.8626608476	-59883.1833581588
210001	2.0862886235	1.8626608476	-59878.7642155225
220001	2.0862882707	1.8626608476	-59878.7642155226
230001	2.2490582719	1.8626608476	-59894.5581819723
240001	2.1858251254	1.8626608476	-59889.4610520202
250001	2.0753869220	1.8626608476	-59877.3516922521
260001	2.0974158175	1.8626608476	-59880.1519975771
270001	2.2165115435	1.8626608476	-59892.0759733413
280001	2.0835428313	1.8626608476	-59878.4133990508
290001	2.2416536176	1.8626608476	-59894.0181366554
300001	2.0288984874	1.8626608476	-59870.6926426141
310001	2.2416536075	1.8626608476	-59894.0181366554
320001	2.1891491092	1.8626608476	-59889.7580999695
330001	2.0264303415	1.8626608476	-59870.3083169540
340001	2.0700186011	1.8626608476	-59876.6361936584
350001	1.9572096085	1.8626608476	-59858.0893069781
360001	1.9528976465	1.8626608476	-59857.2279255086
370001	2.2797461951	1.8626608476	-59896.6517828203
380001	2.0142557167	1.8626608476	-59868.3642196785
390001	2.2758121220	1.8626608476	-59896.3959339565
400001	0.1143863426	1.8626608476	-40073.6672460803
410001	0.1163480197	1.8626608476	-40197.8731772047
420001	0.1115963290	1.8626608476	-39895.3162546849
430001	0.1152261807	1.8626608476	-40126.9623974470
440001	0.1169800745	1.8626608476	-40237.6858342436
450001	0.1167692962	1.8626608476	-40224.4209028150
460001	0.1164884064	1.8626608476	-40206.7250679794
470001	0.1157166444	1.8626608476	-40158.0068199917
480001	0.1177536435	1.8626608476	-40286.2731148974
490001	0.1169800444	1.8626608476	-40237.6858342435
500001	2.3514336103	1.8626608476	-59900.7422727629
510001	2.2307339726	1.8626608476	-59893.1956629063
520001	2.3839808918	1.8626608476	-59902.2826499757
530001	2.1505551530	1.8626608476	-59886.0872541106
540001	2.2957723308	1.8626608476	-59897.6583623917
550001	2.1233280501	1.8626608476	-59883.1833581589
560001	2.2876998092	1.8626608476	-59897.1584407238
570001	2.1382836743	1.8626608476	-59884.8124702305
580001	2.2095394717	1.8626608476	-59891.5062889020
590001	2.1858250222	1.8626608476	-59889.4610520202
600001	0.6993906211	1.8626608476	-56503.4802728919
610001	0.6880746810	1.8626608476	-56385.2991940448
620001	0.6838163051	1.8626608476	-56339.8041125228
630001	0.6983519936	1.8626608476	-56492.7949569314
640001	0.6989749169	1.8626608476	-56499.2075529629
650001	0.6991827393	1.8626608476	-56501.3441473928
660001	0.7027278029	1.8626608476	-56537.5944372413
670001	0.7088296834	1.8626608476	-56599.1191960087
680001	0.6785903086	1.8626608476	-56283.1941688075
690001	0.7109501193	1.8626608476	-56620.2425244084
700001	0.9401189811	1.8626608476	-58277.8816637551
710001	0.9493130008	1.8626608476	-58323.8150043776
720001	0.9651094615	1.8626608476	-58399.8603710800
730001	0.9359031549	1.8626608476	-58256.3972443841
740001	0.9362262765	1.8626608476	-58258.0534382906
750001	0.9640870095	1.8626608476	-58395.0463257991
760001	0.9705947200	1.8626608476	-58425.4426702511
770001	0.9543042975	1.8626608476	-58348.2294534054
780001	0.9699060645	1.8626608476	-58422.2534299339
790001	0.9539700326	1.8626608476	-58346.6060262686
800001	2.2837074214	1.8626608476	-59896.9059525643
810001	2.1891492288	1.8626608476	-59889.7580999695
820001	2.2379890080	1.8626608476	-59893.7456304608
830001	2.2758127942	1.8626608476	-59896.3959339568
840001	2.2603616464	1.8626608476	-59895.3557963285
850001	2.2453437004	1.8626608476	-59894.2889879552
860001	2.2235755271	1.8626608476	-59892.6391042518
870001	2.2797444256	1.8626608476	-59896.6517828202
880001	2.3207472426	1.8626608476	-59899.1175106028
890001	2.3985575492	1.8626608476	-59902.9167568203
900001	2.0490646518	1.8626608476	-59873.7129972794
910001	2.0946112709	1.8626608476	-59879.8073787738
920001	2.1233282587	1.8626608476	-59883.1833581589
930001	2.1292613554	1.8626608476	-59883.8397388028
940001	2.0239737986	1.8626608476	-59869.9224908002
950001	2.0594392421	1.8626608476	-59875.1868037254
960001	1.9593791794	1.8626608476	-59858.5178311243
970001	2.0388873361	1.8626608476	-59872.2149016212
980001	2.0890486158	1.8626608476	-59879.1134856757
990001	1.9615570818	1.8626608476	-59858.9449085088
