site	rate	t	lnL
1	2.7910332834	1.9241341678	-599126.4399834597
100001	0.8766404372	1.9241341678	-580936.5602679109
200001	2.0779574573	1.9241341678	-598856.7573845177
300001	2.0400179388	1.9241341678	-598813.4590719958
400001	0.1175323724	1.9241341678	-405140.1150820118
500001	2.2138351338	1.9241341678	-598971.0807773726
600001	0.7638114759	1.9241341678	-573135.0578634447
700001	0.9725316396	1.9241341678	-585751.5458854578
800001	2.1815535778	1.9241341678	-598948.7902380533
900001	1.9959299376	1.9241341678	-598755.1504983591
