site	rate	t	lnL
1	2.7052545064	1.6911904145	-599051.2554855733
100001	0.7576819681	1.6911904145	-563837.8598737934
200001	2.0964841839	1.6911904145	-598463.9896458180
300001	2.0294576808	1.6911904145	-598303.0721816544
400001	0.1165171956	1.6911904145	-395176.5378370694
500001	2.1433822354	1.6911904145	-598558.3772821636
600001	0.5785381170	1.6911904145	-541725.0110680289
700001	0.9189696216	1.6911904145	-576491.8285739927
800001	2.2254158260	1.6911904145	-598693.7981702077
900001	1.9722256651	1.6911904145	-598136.9788723151
