site	rate	t	lnL
1	2.3615594564	1.5101021973	-598489.8863266144
100001	0.7057994552	1.5101021973	-549215.6746374432
200001	1.9324431442	1.5101021973	-596980.6744286056
300001	1.8484671592	1.5101021973	-596425.9842975454
400001	0.1201966635	1.5101021973	-389586.0299233868
500001	2.0004527905	1.5101021973	-597348.4005642289
600001	0.5149959586	1.5101021973	-520051.3229674593
700001	0.8798222189	1.5101021973	-566434.2346167465
800001	1.9789329276	1.5101021973	-597239.0993202602
900001	1.8269992893	1.5101021973	-596263.5915054289
