site	rate	t	lnL
1	2.7410524018	1.8916052465	-599117.6134968293
100001	0.8495812422	1.8916052465	-578377.8979184735
200001	2.1462145919	1.8916052465	-598888.9220612638
300001	2.0617359242	1.8916052465	-598797.0369029650
400001	0.1161459038	1.8916052465	-402986.2806929660
500001	2.2142787334	1.8916052465	-598945.3133721668
600001	0.7272428729	1.8916052465	-568835.3665272259
700001	0.9693537544	1.8916052465	-584880.8338541505
800001	2.2602433588	1.8916052465	-598976.3352660043
900001	2.0579010829	1.8916052465	-598792.1796488161
