site	rate	t	lnL
1	2.9439157223	1.9005854938	-599133.6204738806
100001	0.8640382540	1.9005854938	-579544.8116740102
200001	2.1224480392	1.9005854938	-598875.8333590144
300001	2.0274051656	1.9005854938	-598764.5635958168
400001	0.1156178154	1.9005854938	-402999.5150892495
500001	2.1610548769	1.9005854938	-598911.3248850818
600001	0.7354867519	1.9005854938	-569908.5526908124
700001	0.9736848465	1.9005854938	-585279.0586390855
800001	2.2220172828	1.9005854938	-598958.2716805190
900001	2.0449272993	1.9005854938	-598787.9921215607
